	10_2	11_2	12_1	13_1	15_2	18_1	19_1	1_1b	20_1	21_1	22_2	23_1	24_1	25_1	26_1	27_1b	28_1b	29_2b	30_1b	31_1	32_1b	33_1b	34_1b	35_1	37_1	38_3	3_1	40_1	41_1	43_1	44_2	45_1b	46_1b	47_4	48_1	49_2	4_1	50_1	51_1	52_1	5_2	6_1	9_2	14_1b	7_1
A2M	0.0828248355034235	0.197582842108346	0.585275407651652	-1.55627434400631	0.250269574579493	-1.22469300996448	0.873727324357578	-0.607376485778221	1.35188477008659	0.414954040462903	1.63962232809491	0.6795913404236	0.267114062782353	1.65293976009432	0.879498166315869	0.280780787633609	0.850230745058236	0.284705836542533	-0.192560424356497	0.528278590067508	-0.770284013196214	0.253505860675132	-0.219209483253176	-0.0630784957339908	0.308693982627018	0.165437192528823	-0.478628685320145	-2.66910913584213	0.469051589090148	-0.507754316707957	-1.17357206868385	-1.11375278306313	-1.16623528337951	-1.04007784806406	-0.319869600991533	-0.464180102644038	-0.917786906797851	0.0268250442759652	0.280298097474523	1.84792121245099	2.00184313903595	0.734734665766527	0.75824163598993	-1.65716779080284	-1.52422205309198
AAMP	1.30170668253837	-0.426915195971024	0.221512284999182	0.643731727846204	2.18612891636069	0.0676851973978768	-1.35843072574616	1.12638556317883	0.917005147968344	0.0420652476090418	-1.46753565383046	-1.29253053605878	1.90548461575951	-1.03930175430642	-0.733007210497328	-0.713752848490974	-0.71698950652145	-0.880862972576046	0.447189183736802	-0.637832622585903	1.31230203210407	-0.240870879477176	0.437098681495128	1.37049012604271	-0.97183453518838	0.185655894065805	0.445652794734727	-0.956782489707501	-0.279454269025951	1.94045293863487	1.05187575520228	-0.708684394562247	0.653013415628731	0.233559406225051	-0.18789558291098	0.975909115708377	1.02054042397082	-1.24608928863333	-1.47036740201952	-0.533219858938972	-0.605149882666962	-0.86027250468219	-0.745113547075417	-1.15236013940189	0.739808649667508
ABCA1	-0.638250730304962	0.769650515254141	0.26334219375781	0.332135649188333	-1.6895315340979	-2.31592127940084	1.47732160127436	-1.12987366364645	-0.316031715539474	0.77516508384475	-0.603713409291102	0.844201976082685	-0.612639619455835	1.80315198439327	0.650225459382914	0.887575267543995	0.602119362449673	0.530367279470685	-1.25261011187169	1.03544280842397	0.196902808872918	-0.526677067331871	-0.778632744468037	-1.24816955508332	-0.293605930241504	-0.622606525126181	0.89738039555345	-1.24753569832985	0.69800263842521	-0.440859639468298	-0.318595813455589	0.108776894378654	0.525011901304901	-0.136736928117914	1.08862863873639	-1.73786251488638	-1.16755058098884	1.19710460305944	0.958768613414603	1.10962932302618	0.619044849554594	0.727642521785881	1.36906601390979	-1.04472414450445	-1.34452917747817
ABCA8	-0.446489816654021	1.26894747199509	0.941953313367782	-1.29075755277689	-1.48166171269977	-1.35650931494252	-0.554564518107064	-1.27511396012747	0.125833451920862	-0.538180273911078	-0.664017006344639	1.75331646678092	-0.280927691652228	0.961585670575434	1.04725659971974	1.57513632185432	0.102457833739622	0.167264132585352	-1.50694487531256	1.25962291227043	0.266450704668994	0.327307720005867	0.97174416408988	-0.753267267323375	0.762519427869536	-0.286117837038182	0.705082482715575	-0.106940209209988	0.298473837021908	0.0598775426868756	-1.48109977140202	-0.834756547047385	-1.16974269720964	-0.30077051544345	-0.277572865205181	-1.43705005431901	-1.28661042985494	-0.551183491947458	0.890307553045891	2.25359946358405	1.54570610305171	0.559464211374112	0.515783412614105	-0.950639316226484	0.471226927217231
ABCC3	0.275956871803409	0.806425924086091	0.508497865398827	-0.0181280620798251	0.117632821444126	0.781790299350809	-1.93759397665313	1.12420319868291	-1.35004347525896	0.765820524312788	0.227567322047732	-0.366439474466889	0.273535137412394	-0.119161703153005	-1.09654360207094	0.455502576732986	-0.0181583133153695	-1.19077352139479	2.1724409557101	-2.32330983383119	0.227841403715478	0.579312126693308	-1.50058630505936	-0.0943288862188196	-0.17803687588089	-0.0544852079708674	-2.42871047654049	1.11403999753782	0.0870461975405038	1.1154364215831	1.17627954485067	0.942409283420877	1.08127891133743	0.863875983013799	0.178988181013033	-0.22255335165318	0.347741783798896	0.0814957556930008	-0.415082458243964	-0.856966487863953	-2.16796836145786	0.285052245873209	-0.248967556656092	0.390401696350911	0.607264900365339
ABHD11	-0.150604187628297	-0.431365830336558	-0.737919096174424	1.08132402204287	0.763061627657879	-0.404304484420349	-1.49899615859121	0.443645498104769	0.145752770395789	0.212851229974465	0.127869129531537	-0.983842820164919	1.10608512321019	-0.578316701580206	-1.05247674052105	-0.334927939637267	-0.820976833827441	-0.190519543636361	1.58387106518038	-1.80102402969589	-0.129515678115471	0.828305196507846	-0.724921483665566	0.421520667206213	0.301485878436843	0.727914489953669	-2.28168221610956	-0.591561395167586	1.26947380057008	1.12351802535558	0.844739706289481	0.584148962146869	-0.21330552903008	2.30879435640924	0.143316061804323	0.512488505341476	0.40739675646308	-1.01314644732596	0.889394754875725	-1.05103605064951	-1.98821557320404	1.53740781052165	-0.885423750989711	-0.495919774519595	0.995636827011143
ABHD8	1.40067362467468	0.727672554957478	0.633511308229848	0.327813744813175	-0.948365365187069	0.206168233377665	-0.484340967892837	2.34053064209716	-0.509816588402129	-0.676077106324012	0.571958286655842	-1.34217935597709	-0.247228896024727	0.273037611875619	-0.356299762349421	0.67415499914179	-0.010041766164068	0.212633011431918	-0.571233813187988	0.02967246079946	1.29499674372589	2.44264966196948	-1.28480456022215	-0.428696517023518	-1.53965514860571	-1.50209556251116	-0.320956627361078	1.60773835053129	-1.12900666264033	0.500941831418712	-1.79151575657531	-0.483719534997393	-0.572338874818229	-0.805016490598732	-0.565656524128383	0.585642183789718	0.305892035355784	-0.307978824406526	0.263682186244337	0.792475366822425	-1.55315177614149	0.110954179384133	-0.427143832349929	0.920994169522228	1.63352712707068
ABI3BP	-1.31516868029603	0.280010867078436	0.170262198046577	0.0480625819735801	-0.25039331047552	-0.764022213606685	1.21227756588493	-1.69453855955875	0.0481686294663111	-0.840581474902001	-0.247822477375181	0.99396907720914	-0.37889306579541	1.43426645955152	0.440891171291948	-0.059577249963943	0.406605004559451	0.908673797718351	-1.24491393826102	0.970644727025849	0.0750019527814109	0.110287937338961	1.6444612889735	-1.1385346034715	-0.247635271365671	0.400755631826847	-0.144804294150141	-0.524455801718278	-0.0685921573479243	-0.910625772033912	-0.567026774233416	1.47386057396975	1.34302682292517	-0.554670016165436	-0.440389832490697	-1.7947203306297	-1.07979927704539	-0.428575261695205	2.18854125396922	2.31967321607677	0.0568699086634983	0.17287955941839	0.451984191899028	-2.0555714930641	-0.399862562002736
ACOXL	0.26137089731045	-0.0478934765917612	0.490788143768189	0.573797790476136	-0.963819057044918	-1.17931105500099	2.15031448332989	-0.509649649402262	-0.407743700204054	-0.405413884967991	0.805954340598528	0.552019915121562	0.114024953542536	-0.1151157592219	-0.384727981617754	-0.211155036057676	-0.709400678411467	1.42010232674805	-1.50887679712197	1.0913858275406	0.374025690130974	0.38016570531045	0.060471647694833	-0.111301589438641	-0.818832440081785	1.07836148290507	0.644861269916577	-0.210662811212916	0.814588449648941	-1.05050678630089	-1.39550457797275	0.702013353748598	-0.214849898483923	-2.03505156390118	0.802550818510225	-2.52181019459172	-0.951266982904624	-0.830424104917432	0.500189103396083	1.05450043520243	-0.0649859434489674	0.553355522901089	-1.20008274458875	1.48354559068629	1.93999896499896
ACSL1	-0.341721576147999	-0.245126572058287	-0.0752671064452738	-0.901135467116568	-0.128873133722488	-0.484914662133846	1.21930149896376	-1.73861540928872	-0.698268657349007	-0.181846407478162	0.730089647085832	-0.136920436895778	-0.222830540015791	1.32464983918972	1.70131106581502	0.79691564462144	0.432299936640532	0.0604393325466707	-1.47840162606225	1.16723772907777	0.14100252767976	0.360812169268847	-0.0826288810167055	0.296603555575663	0.538935476216676	0.273728481281856	0.0712650944125123	-2.18903624587284	1.96878540892581	-0.371325999030278	-0.45876980012207	0.260440344236014	0.190063951395387	-1.00490952899011	0.775945737819366	-1.13521710935579	-1.20995742732354	1.95301240350029	-1.40063483622441	0.321299384689495	1.40617245688549	0.313728781086688	1.11602352220259	-0.969212879250782	-1.96444968721657
ACSM2A	2.71138754797039	-0.853169468478436	-0.571345455736121	0.555244062746687	-0.571345455736121	0.17983975204912	-0.101795836296127	-0.947126520787806	-0.853169468478436	-0.665278937266774	-0.38350205425654	-0.571345455736121	-0.477419828503837	-0.571345455736121	0.085969068149598	-0.195690059465288	-0.289592131681282	0.17983975204912	-0.665278937266774	0.649075540747205	-0.759220274409521	4.86340031556268	-0.00790946086184552	-0.665278937266774	-0.00790946086184552	-0.477419828503837	-0.38350205425654	0.461404746186586	-0.195690059465288	-0.38350205425654	-0.571345455736121	0.836714986306678	-0.477419828503837	-0.00790946086184552	0.085969068149598	-0.289592131681282	-0.947126520787806	-0.101795836296127	0.930522956483534	-0.289592131681282	0.555244062746687	0.085969068149598	-0.477419828503837	0.367557589757021	1.21189987230289
ACTB	-0.00296389556945258	-1.05264633893168	0.177682134964883	0.507346706742687	2.71145999037345	-0.256989583230909	0.76192578195698	-0.481474685463218	1.82057976426026	0.984976433113651	0.839654738293823	-0.462466061469051	1.37100649510123	-0.544517343001156	-0.547020216521504	-0.408095662419089	0.206679023804302	-0.870938632944109	0.0226859619993849	0.695074984070199	-2.04266483774816	-0.376785860902229	-0.325986122233811	0.616417275750027	0.898070441385011	0.120735136193232	-0.355537269200001	-1.93468543479825	-0.172671484794335	0.650669708016004	1.04801544758618	-1.29181826793146	-0.219824693497594	-0.159596667967797	-0.359981723006856	0.234131358432555	0.587040941975628	1.81460091640351	-1.37834849229867	-1.14889334648096	0.828539840771133	-0.00806466011029635	0.350167814431306	-0.894703344532405	-1.95078627057236
ACTN4	-0.253127979672247	-0.60266625224379	-0.744463497595308	-0.0454036241283988	1.99152922516273	-0.41991790477184	-0.179617863590856	-0.156811073597742	-0.0249000540133333	2.59684913037387	0.867378138566412	-1.13509908298	0.939667540540465	-0.777186612261442	-0.881661059986623	0.528623742828492	-0.0547566411171639	-0.663593890021116	0.0818538768426203	-1.40344424215333	-2.51329208175723	0.907474617254176	-1.21877849835064	0.375651834751503	0.528489165095324	-0.586959377140569	-1.04387130724562	-0.517988202286386	-0.204145309109994	1.16035807854823	1.3910301223881	0.249087898759288	1.45343700742185	0.471697128393126	0.564333980675694	1.46283433565021	0.736791751025653	1.23871434657146	-0.473401722811602	-0.591355618692326	-1.27528988273932	-1.08909759021178	-0.818305993014141	0.0691175866927824	0.0602158539509804
ACY1	0.778431334154357	-0.201130944897996	-1.90840668687849	0.493446119699224	2.34863184769697	0.662215105424339	-0.514816872809536	0.878743046377663	0.26601962784772	0.232519736326635	0.854164310954089	-1.11007412902575	0.913674490268464	-1.2742071337915	-0.392316179685917	-0.87914754392353	-0.360788984306561	-0.027898103230585	0.835614675873298	-1.98156754292227	-0.125774176787816	0.21153160773736	-0.477661286737184	0.901951587275624	-1.64874150756028	0.764337586452174	-1.34894050692157	1.25859254016652	0.181300588463637	0.662323829909765	0.895393488337416	-0.230768720410118	0.666405662977259	1.32319942018306	0.00385233421957816	0.216392019801901	1.28030496243321	0.637297731171692	-1.47566016234394	0.0143813304986568	-1.34887611783601	0.661609276280841	0.252917071169437	-1.16512285431295	-1.72335187731896
ACYP2	1.46741073995038	-1.13088902596073	-1.2203271554134	-0.608516388369403	-0.49454411167315	-0.659331574517313	-0.0826320153493583	-1.93381140174117	-0.576993458657686	0.4520734724849	-0.103150931056588	-0.156903804966753	0.423373008676255	-0.029646994263847	-0.44007917659754	-0.0324943479802122	-0.18773899458814	0.149787780280707	-1.06959569498897	0.234082987863776	0.872507903521135	0.274166281078806	0.370777551038325	-0.321826451870797	0.511048778054738	0.092934572287431	-0.502084595060467	-0.502893266300794	0.533965662509242	-1.15565638056992	0.662594941246677	1.00315886415935	-0.173326678229427	0.53853128656529	-0.0285570031842445	0.192481623345415	-0.27937539978272	0.965864832649467	-1.40792711853184	-1.02046276645446	1.2975395571481	-0.636698160938115	-1.27225017962756	3.75022590722885	2.2351873265859
ADA2	-1.67938590183574	0.82823508290765	0.516739809888824	-0.645267001514961	-1.12279384629892	0.364152638797014	-0.0285348844232985	-1.1190426119068	1.29119920872621	0.170946069034215	0.819518799961783	1.08231855398904	-0.454263985619367	1.89093789440263	1.77422820033689	0.696714613104283	1.20404887915704	-1.87498933863625	-1.37305179657834	0.11235852593354	-0.273472478459609	-0.0968595700039258	-0.254110660013735	0.584186766051464	-0.545609038057601	-0.104758022840412	2.00637873058527	-0.68168395949526	0.0402118814646803	-0.302074670207487	-0.788683055878654	-0.744995072335805	-1.2903955278731	-0.895628760083114	-0.679305858870984	-1.21322123863945	-0.856281614572046	1.91418184967389	0.292637798564556	0.201123411868966	1.61299383874141	0.491824754821933	-0.237599013806693	-0.93401753941944	0.301088139359632
ADAM15	0.424157954791316	-0.547019643432036	-0.0688824494519756	-1.01126152473773	3.30218883432914	-0.117748022960855	-0.669456693578348	1.6386000354508	0.628201309517191	-0.65116454067231	-1.01078097587145	-0.981512055976445	1.14416834786477	-0.368499053693712	-0.286711921262845	0.225127701072989	-1.26165491018225	-0.472793831334585	1.4451897566573	-0.195865776303022	0.900932235948159	0.21374812205472	0.0438534663492642	1.05419907852601	-0.651236812643557	0.195111657083538	0.470697946497382	-0.442105346689094	-0.363487742345723	0.911500466621846	0.936386825899723	-1.83688654588885	1.0363937714084	-0.114418960265828	-0.970103070997393	-0.215218479731668	1.88783205755813	0.71029122451748	-0.885644278372245	-1.09990196543832	-1.28603907451414	0.438159700369058	-1.26452384410605	-0.167158141249094	-0.666664830817742
ADAM28	-0.384982852866609	0.799692604837635	0.996315203905893	-0.855470103156966	-1.20208178023157	0.340928816498067	-0.69482874538096	0.123466363118276	-0.959746583585857	0.301218870524906	0.616011440024229	1.64577704455431	-0.821921106863701	1.54164634569265	0.283200382543037	0.141281283839311	0.50709700897661	0.345920074486037	-0.37437543626485	1.10788711347008	-0.941428642211231	-0.862346228586732	-1.49024027769699	-0.139001109741548	0.456060443837421	0.413528635721246	1.3126689939404	-0.461037292958982	2.05217896883847	-1.56170248474982	-0.862033366001739	-1.28959956486869	-1.18262891730966	-1.48211162483711	0.925558251458528	-0.763032984009106	-0.511349954750224	0.829225716177234	1.55861249000189	1.21505571951549	0.8288979797134	1.11699504536943	-0.0318578169116013	-1.39004531328681	-1.19740261077374
ADAMTS5	-0.286292315550577	0.273560126742077	0.590599322044534	0.136305405227621	-0.616894711532598	-1.82648552130665	0.69837026092833	-1.37477894035915	-0.235072169803595	0.204219792928785	0.559617947489583	0.172832910071344	-1.14935059267817	1.06688691908617	0.402272047583624	0.500880168329222	-0.240157854366652	1.5941401649597	-0.698186675457895	1.11977413644008	-0.20532153045144	-0.160908214952891	0.880522841326842	-1.85275955206248	0.591670282005373	-2.02493070674582	-1.99081140829585	-0.353229266485449	0.785812428638404	-0.0813964969501514	-0.0772455403296139	1.43933282544697	1.06133053086909	-0.611043150108378	0.801614322761304	-1.07797703980221	-0.97250607716109	0.628753201007531	2.32208489563798	1.04324134840652	0.395664696576959	-1.33615902848798	0.834885135473277	-0.386315838515353	-0.546549078577322
ADAMTSL1	-0.632928704289669	0.24297598664938	-0.390595197332428	-0.492298619910453	-0.374641744839308	-1.46973276274505	0.885080766040513	-0.792350953138098	0.97824081170536	0.0160092916446916	0.677112437094709	-0.151463032305736	0.125934543648261	0.257007231083368	-0.680225561324482	1.43437756084124	0.760132818278327	1.41505534123576	-0.694085977307353	0.218798757202642	0.134889583901398	-0.145906939121636	2.21456039612265	-1.65222904831793	1.2547761314283	-0.88141192896738	-0.840166799804779	-1.40657027930647	-0.202323995729688	-1.19727133620119	-1.24282733270431	0.897994359467727	0.474432733178875	-1.08286502788911	-0.369921010662941	0.41324649022991	-0.367315203100744	-0.749023314297095	1.98596751708523	2.39608238304904	-0.127916738283654	0.17537280343776	1.07369452890161	-1.41994990024903	-0.66772106439828
ADAP1	-0.218128114223292	0.271706852536854	0.0338077949720178	0.235417029667731	2.23818119501071	-0.725389883234299	-1.85999932935515	-0.00548823458023058	-0.150296959970938	-0.677907598422492	0.344531752997153	-0.72550698496204	1.45753643401772	-0.668733357749894	-0.536777522579484	-0.638929567104202	-0.0839608415272843	-0.00680682448794818	1.56730730077222	-1.90350537912999	-0.0553085795272107	-0.310510316327018	-1.15786128580186	1.02338955940952	-0.856748216697355	0.271554637453062	-1.48670710281773	1.21583055335014	0.234622907627797	1.38824086361826	0.0274749800932333	-0.891549322165883	0.699201335897577	0.941756532216001	-1.02287001518613	1.27013115297842	1.02468031731256	-0.287270837129973	-1.29659682510241	-0.701378722016693	-1.50574465104428	1.55149009988841	0.214961313553871	0.185015216638707	1.5771386411319
ADIPOR2	1.74696164208204	0.597404390004512	-0.60754114671004	0.910753037951365	0.457249533313182	1.23545173334882	-0.700181942634572	-0.108758096441546	-0.764864960800849	0.476533932315992	-0.105597894256354	-1.76413086657959	1.04342698966888	-0.161265083565496	-0.0797420265216416	-0.65916891582352	0.480399614198914	0.323876545566017	0.684962953020025	-0.0306658859064	1.36474374276009	-0.263269276401971	-0.873915163106088	0.63816475941359	1.29400958677931	-0.13227356796519	-1.68728532813027	-0.0832157950527947	-0.677635000434784	0.819591483476475	1.97494600314471	0.459558272127757	0.40444405717759	1.6522349456771	-1.16651294657356	-0.670699480673326	0.0168052144314586	-1.60164947791809	0.322769750417222	-1.76925586898915	-1.89221743838365	-1.7817710817212	-0.0989890540754791	0.833579294540863	-0.057261182750355
ADPRM	-0.181518351470594	0.648534153660135	0.391026449589382	0.0125749915320971	-0.333430705608633	-1.14900141455482	2.76826069994683	-0.573564722258698	0.426196501734445	-0.882634502803296	0.276731606392907	0.0637134664520099	0.493526906227911	0.971225083078321	-0.692746488513817	-0.258504043254115	-0.176303291297504	-0.412969435955491	-0.578853825665142	2.67184139454609	-0.464234628291119	0.367962933366305	0.279148293056088	-0.913769577841019	0.147039237714908	-0.272693910752397	0.866278331260767	-0.03823929307303	0.97878583768882	-2.36813364785181	-1.48263686430718	-0.249473555941825	-0.615976267812661	-1.87418109356518	-0.496666004327467	-0.499014052791815	0.788079053165913	0.246666752961882	0.472953135564842	0.718366238932069	0.856376822279176	1.26107852912078	-0.153091039721468	0.87442167128226	-1.91315137189481
AEBP1	-0.383543056934295	-0.160740563797057	1.08245994525828	0.645766231855643	-1.16139516448573	-0.831697664857231	2.59403815795587	-1.12000873078318	-0.627515631625344	-0.232923771963186	1.59950736676415	0.680320321339995	-1.58078480055807	0.765118362535282	-1.38842517485228	0.0725906960938412	-0.0309245607553041	0.996471043217356	-1.20260776586069	1.14261078748982	0.00673228586854683	0.187249445275064	0.375097818424766	-0.988758571050463	0.659744551876225	-0.60911565707846	-0.975743610372061	-1.5419805623747	1.09091785202673	-0.430319177861492	-0.802389952068061	0.741817762201119	0.561508548357719	-0.801344560533871	1.26982303791211	-1.05161679608448	-1.47741691285724	0.999760765235156	1.73372594908306	0.60270985832264	-1.10208449863262	0.482275555232224	0.382934078819061	0.293134823699417	-0.464978059458237
AFF1	-0.873885501371881	0.934330741203965	0.100369771684621	-0.20697016088206	-1.45359777104254	-0.186477654306447	0.939675489822715	0.213914392355258	-1.0449830458702	-1.29705811248439	1.12687826523458	0.444509307718578	-0.185619065179064	1.15037316305705	0.0949338550718115	0.173655182454613	1.49465803456304	1.28266512025797	0.268165398796376	-0.578168774089863	-1.55701517477095	-0.669554633730431	0.344182372167819	-1.00245150571072	0.643433480423984	0.272243361010823	2.37886763198685	-1.14288071316125	-0.224456956951117	-1.07644541572514	-0.287888354667293	-0.0850688735220816	-0.127437210764413	0.173788931185728	0.854808074435365	-1.48867762451964	-1.14835174891719	0.83194594894446	1.74440527433055	2.41116258224808	-1.17445630991561	-0.595222695712057	-0.397017750960215	-0.877553586047328	-0.19772773865237
AFF4	-0.584764011589129	2.49009071841962	-0.0556291833096851	-0.771477998597496	-0.919486896783324	0.0124215112002982	0.51798069892121	-0.31036688245935	-0.0455604044677928	-1.45300749425193	0.880719670905113	-0.0313536146930393	-0.00648317053304484	0.326252569591885	0.204896361390548	1.29296801206478	1.5273877365389	1.50786633787034	0.245990655102123	-0.214159029362855	-0.647789135351098	-1.05631559201334	-0.102849404431957	-1.08586377617265	0.670155146928896	0.27820902045058	0.892236402007267	-2.45722252937319	0.354885747250347	-0.821340922290599	0.961529469846206	-0.174404451291482	-0.927461616817421	1.04159151493497	0.580548455198649	-0.302172665432328	-0.601599615422593	1.78332113097965	0.7705750575557	0.254784018523448	-0.880406330275576	-0.579483779632511	0.79988038097201	-2.12850000576314	-1.23659210633685
AFG3L2	-0.9005703810567	-1.11811005107179	0.419011156903166	0.636150861589521	-0.735415479370656	-1.64660258735758	1.53299700345879	-1.34652892899027	0.664957364309133	-0.075553141156876	0.496599598090569	0.261923045565092	0.317067528642484	0.783122385542823	0.50413323861728	-0.668124121977539	0.113095831135522	0.381171452814175	-2.13213644687614	2.19818864374994	-0.774668013333553	0.545040457788976	0.161854069350882	-1.22931852620496	0.983682474760733	-0.283988269800618	1.55303892174501	-1.33564378186968	0.646425064931831	-0.637553983667001	-0.847930739227479	-0.157719126041656	-1.2119678002952	-1.27072000778659	0.695937462151575	-1.1077099309583	-1.14324669641195	0.0245385108945067	1.08904624958852	1.27158192584355	0.122400712431483	0.568661446416386	-0.0467302584419255	1.1345550417192	1.56505782385517
AGO3	1.4690430687976	0.280467632215065	-0.559731135888789	0.907620477146998	-1.68281784102332	-0.444670394322015	0.079127113940745	-1.44071356166323	-0.702343587774177	-0.594633282252315	0.396881444939284	0.290729047027563	-0.813874592353754	0.962222947434324	0.808732829162187	-0.29513532144876	-1.13183937540882	0.900702556030662	-0.962440587316081	1.27943070478841	0.777314153609095	0.89042029283991	0.95527904162165	-1.32559171780359	-0.202109082717279	-1.20762727162477	-0.086932371736917	0.146566381792175	0.315216626162614	-1.17758226792086	0.303886175327753	-0.0122665264925567	-1.22344084527634	0.731999885487269	0.192167614238288	-0.047130703050869	-1.46433580838119	-0.614494623793504	0.496148699068188	-1.11932234083993	1.75889862493223	0.78662775530769	-0.844496643367525	0.103464119247885	3.12058269133903
AGPAT2	-0.933871564804688	-0.341461145552535	-0.916370182346613	1.78106100394128	1.62687335416426	0.21829042459342	-1.46984973788087	1.29643360524304	0.644185445641156	0.79053418885224	-0.500294711910103	-1.3453505806573	0.107730953764382	-0.222131566753454	0.0388802225127932	-0.72746725176583	0.272422747477533	-1.18831478233567	0.194994954675747	-0.442280785915012	-0.448256473470629	-0.17622048229297	-0.425683104950251	1.24723067826836	0.793364587306818	-0.00637248137907889	-1.57263744477711	-1.11530334239586	0.63984279257985	1.27904084778344	1.51319483245282	-0.899241575739069	-0.0862047262861409	1.53204182459417	-0.557335293023362	0.625967759515482	1.48270836692361	-0.0404090178520362	-1.77129951852073	-1.40442185990302	-1.52011610969138	0.512615933129363	-0.293851217363813	1.58661588898817	0.220714545159596
AHNAK	-1.88426148851913	0.705122697959708	-0.375941034682733	-1.20226798622291	-0.664287787872584	-1.7816660256424	0.533140227022755	-1.0576445375191	0.447061308588918	-0.102929565931648	0.642169540409242	0.249339235092817	1.24087472055484	0.878046434493024	0.417694918552296	0.85033935862703	0.945472235524525	1.80830978211928	0.158150342303747	0.278843812805546	-1.44631490726204	-0.791019322501982	0.825084162515917	-0.037743596257029	0.196525710660744	-0.224720230579406	0.953625917341873	-2.15389531413161	0.696843029360169	-0.194216901106053	0.405545200212128	0.386076052273043	0.711657806863919	0.281112481427781	0.117734097182374	-1.58890291511087	-1.00463983716368	0.432434956390746	1.52889895450732	1.83843247259814	-0.783652401184285	0.106225439721327	0.252368011600352	-2.07888553760443	-0.514139517417526
AIF1	-1.01145318978933	0.472176051984388	0.550884616192325	-0.771245128750383	-0.845339910881795	-0.166212474270987	0.628941007416441	-1.02114734091772	0.369615708335411	0.651965266152447	0.689767610058409	0.363703676835296	-1.04625141063409	0.37146318738121	0.141256898315541	1.35877558588243	0.220428501795855	-0.266927264456055	-0.203907800035107	1.52723689474416	-1.1816309077469	-0.959864736965368	-0.87876858229085	0.23394735915395	0.231130855196043	0.373420797829542	1.21860006375787	-1.40827382560457	-0.0061518417849745	1.04338901966162	-0.27302298554796	-0.823174797349739	-1.36176807639196	-1.36405768077863	-0.449815342528811	-1.12542549581747	0.398853875092162	1.77235549110428	-1.23933917828038	-0.130580577611458	3.5530188082673	1.11780937723105	0.0470315881417091	-0.527437073943278	-0.273976618151495
AK2	2.55502877835916	-1.1649179993772	-0.231258724313289	0.469742741765631	1.75443463370943	0.958174251284165	-0.685567124220615	-1.73309907879148	1.22507678072919	-0.65797206172382	0.395929638792466	-1.76263643918508	-0.409418063617872	-0.807664279314992	-1.07631105262475	-0.87932211689764	-0.257119385890245	-0.396503166373782	-0.11352428643453	-0.802891253188934	0.96914360136706	0.249486539759355	-0.332924596794375	0.128708139930255	-0.391269256492927	-0.0839966773117155	-0.963769370942268	1.58193648806607	-0.235069144042373	0.631766179244187	0.956945275280924	0.590254262808443	1.01114175015614	-0.0250433003929767	-1.34856755607296	1.77848419882126	1.69243226499857	0.425865939406901	-1.00588601133063	-0.525225510755581	-0.0889809611371847	0.161229359955343	-1.28880395345112	0.584738347429086	-0.852777801185472
AKAP1	0.330223915699771	-0.196728724041437	-0.52342712311556	0.864140718122666	-0.924414387940877	0.186931851226873	-1.29257703353121	0.741290524388181	-0.353377758426307	0.776518733788947	-0.361771599329608	-0.784658326661452	1.10187428843419	-0.315733487232368	0.308052644399142	-0.284391382035835	1.15236972410464	-0.454151053618659	2.32659327713587	-1.58212990430129	1.29412370725575	0.0822946984680064	-0.414396668023715	-1.02043716885681	-0.187969388841782	-0.0904074622608734	-1.0538766189359	0.686518890207901	-0.352058993228422	0.767453720068217	1.08393881245647	0.549052467977329	1.38953896059074	1.99132363606943	-0.206291731971213	1.03041354825224	0.515630163709507	0.593594309075772	-1.0478851448503	-0.810016184069931	-2.75058134056381	-1.53644954369899	-1.03076619025735	0.230559503132338	-0.427940878770203
